task_id	name	status	exit	time	realtime
311	run_methods (method: thresholding; grid row: 27)	COMPLETED	0	1m 50s	1s
313	run_methods (method: thresholding; grid row: 29)	COMPLETED	0	1m 50s	1s
306	run_methods (method: em; grid row: 27)	COMPLETED	0	4m 20s	10s
302	run_methods (method: em; grid row: 26)	COMPLETED	0	4m 20s	9s
315	run_methods (method: thresholding; grid row: 29)	COMPLETED	0	1m 50s	2s
317	run_methods (method: thresholding; grid row: 29)	COMPLETED	0	1m 50s	1s
308	run_methods (method: em; grid row: 27)	COMPLETED	0	4m 20s	10s
319	run_methods (method: thresholding; grid row: 29)	COMPLETED	0	1m 50s	2s
304	run_methods (method: em; grid row: 27)	COMPLETED	0	4m 20s	10s
312	run_methods (method: em; grid row: 27)	COMPLETED	0	4m 20s	9s
321	run_methods (method: thresholding; grid row: 29)	COMPLETED	0	1m 50s	1s
327	run_methods (method: thresholding; grid row: 30)	COMPLETED	0	1m 50s	1s
323	run_methods (method: thresholding; grid row: 30)	COMPLETED	0	1m 50s	2s
325	run_methods (method: thresholding; grid row: 30)	COMPLETED	0	1m 50s	1s
310	run_methods (method: em; grid row: 27)	COMPLETED	0	4m 20s	11s
314	run_methods (method: em; grid row: 29)	COMPLETED	0	4m 20s	12s
316	run_methods (method: em; grid row: 29)	COMPLETED	0	4m 20s	12s
318	run_methods (method: em; grid row: 29)	COMPLETED	0	4m 20s	11s
322	run_methods (method: em; grid row: 29)	COMPLETED	0	4m 20s	8s
329	run_methods (method: thresholding; grid row: 30)	COMPLETED	0	1m 50s	1s
331	run_methods (method: thresholding; grid row: 30)	COMPLETED	0	1m 50s	1s
320	run_methods (method: em; grid row: 29)	COMPLETED	0	4m 20s	11s
337	run_methods (method: thresholding; grid row: 31)	COMPLETED	0	1m 50s	1s
333	run_methods (method: thresholding; grid row: 31)	COMPLETED	0	1m 50s	2s
335	run_methods (method: thresholding; grid row: 31)	COMPLETED	0	1m 50s	2s
324	run_methods (method: em; grid row: 30)	COMPLETED	0	4m 20s	11s
339	run_methods (method: thresholding; grid row: 31)	COMPLETED	0	1m 50s	2s
326	run_methods (method: em; grid row: 30)	COMPLETED	0	4m 20s	11s
328	run_methods (method: em; grid row: 30)	COMPLETED	0	4m 20s	10s
341	run_methods (method: thresholding; grid row: 31)	COMPLETED	0	1m 50s	1s
330	run_methods (method: em; grid row: 30)	COMPLETED	0	4m 20s	11s
332	run_methods (method: em; grid row: 30)	COMPLETED	0	4m 20s	10s
334	run_methods (method: em; grid row: 31)	COMPLETED	0	4m 20s	10s
336	run_methods (method: em; grid row: 31)	COMPLETED	0	4m 20s	9s
338	run_methods (method: em; grid row: 31)	COMPLETED	0	4m 20s	8s
349	run_methods (method: thresholding; grid row: 32)	COMPLETED	0	1m 50s	2s
346	run_methods (method: thresholding; grid row: 32)	COMPLETED	0	1m 50s	2s
345	run_methods (method: thresholding; grid row: 32)	COMPLETED	0	1m 50s	2s
342	run_methods (method: em; grid row: 31)	COMPLETED	0	4m 20s	8s
343	run_methods (method: thresholding; grid row: 32)	COMPLETED	0	1m 50s	1s
340	run_methods (method: em; grid row: 31)	COMPLETED	0	4m 20s	9s
351	run_methods (method: thresholding; grid row: 32)	COMPLETED	0	1m 50s	1s
347	run_methods (method: em; grid row: 32)	COMPLETED	0	4m 20s	8s
348	run_methods (method: em; grid row: 32)	COMPLETED	0	4m 20s	7s
350	run_methods (method: em; grid row: 32)	COMPLETED	0	4m 20s	7s
344	run_methods (method: em; grid row: 32)	COMPLETED	0	4m 20s	5s
352	run_methods (method: em; grid row: 32)	COMPLETED	0	4m 20s	4s
353	collate_results	COMPLETED	0	1m	1s
354	cleanup	COMPLETED	0	-	0ms
